0.0,3862711.824,1398282.160,4862961.398
0.1,3862711.580,1398282.834,4862961.398
0.2,3862711.335,1398283.508,4862961.398
0.3,3862711.091,1398284.182,4862961.398
0.4,3862710.847,1398284.857,4862961.398
0.5,3862710.603,1398285.531,4862961.398
0.6,3862710.359,1398286.205,4862961.398
0.7,3862710.115,1398286.879,4862961.398
0.8,3862709.871,1398287.553,4862961.398
0.9,3862709.627,1398288.227,4862961.398
1.0,3862709.383,1398288.902,4862961.398
1.1,3862709.139,1398289.576,4862961.398
1.2,3862708.895,1398290.250,4862961.398
1.3,3862708.651,1398290.924,4862961.398
1.4,3862708.407,1398291.598,4862961.398
1.5,3862708.163,1398292.272,4862961.398
1.6,3862707.919,1398292.947,4862961.398
1.7,3862707.675,1398293.621,4862961.398
1.8,3862707.431,1398294.295,4862961.398
1.9,3862707.187,1398294.969,4862961.398
2.0,3862706.943,1398295.643,4862961.398
2.1,3862706.699,1398296.317,4862961.398
2.2,3862706.455,1398296.992,4862961.398
2.3,3862706.210,1398297.666,4862961.398
2.4,3862705.966,1398298.340,4862961.398
2.5,3862705.722,1398299.014,4862961.398
2.6,3862705.478,1398299.688,4862961.398
2.7,3862705.234,1398300.362,4862961.398
2.8,3862704.990,1398301.037,4862961.398
2.9,3862704.746,1398301.711,4862961.398
3.0,3862704.502,1398302.385,4862961.398
3.1,3862704.258,1398303.059,4862961.398
3.2,3862704.014,1398303.733,4862961.398
3.3,3862703.770,1398304.407,4862961.398
3.4,3862703.526,1398305.082,4862961.398
3.5,3862703.282,1398305.756,4862961.398
3.6,3862703.038,1398306.430,4862961.398
3.7,3862702.794,1398307.104,4862961.398
3.8,3862702.550,1398307.778,4862961.398
3.9,3862702.306,1398308.452,4862961.398
4.0,3862702.062,1398309.127,4862961.398
4.1,3862701.818,1398309.801,4862961.398
4.2,3862701.574,1398310.475,4862961.398
4.3,3862701.329,1398311.149,4862961.398
4.4,3862701.085,1398311.823,4862961.398
4.5,3862700.841,1398312.497,4862961.398
4.6,3862700.597,1398313.172,4862961.398
4.7,3862700.353,1398313.846,4862961.398
4.8,3862700.109,1398314.520,4862961.398
4.9,3862699.865,1398315.194,4862961.398
5.0,3862699.621,1398315.868,4862961.398
5.1,3862699.377,1398316.542,4862961.398
5.2,3862699.133,1398317.217,4862961.398
5.3,3862698.889,1398317.891,4862961.398
5.4,3862698.645,1398318.565,4862961.398
5.5,3862698.401,1398319.239,4862961.398
5.6,3862698.157,1398319.913,4862961.398
5.7,3862697.913,1398320.587,4862961.398
5.8,3862697.669,1398321.262,4862961.398
5.9,3862697.425,1398321.936,4862961.398
6.0,3862697.181,1398322.610,4862961.398
6.1,3862696.937,1398323.284,4862961.398
6.2,3862696.692,1398323.958,4862961.398
6.3,3862696.448,1398324.632,4862961.398
6.4,3862696.204,1398325.307,4862961.398
6.5,3862695.960,1398325.981,4862961.398
6.6,3862695.716,1398326.655,4862961.398
6.7,3862695.472,1398327.329,4862961.398
6.8,3862695.228,1398328.003,4862961.398
6.9,3862694.984,1398328.678,4862961.398
